student_id,register_number,student_name,email,phone,gender,department,course,year,semester,section,academic_year,previous_gpa,previous_percentage,internal_marks,assignment_score,quiz_score,midterm_score,final_exam_score,classes_held,classes_attended,attendance_percentage,study_hours_per_day,assignment_completion_rate,online_learning_hours,library_usage,participation_score,final_score,grade,pass_fail,risk_level
94,AIDS20240094,Champak Chatterjee,champak.chatterjee80@college.edu,+91-9141011556,Male,AI & Data Science,B.Tech. AI & Data Science,4,8,A,2024-2025,7.78,82.0,31.17,19.52,14.67,27.21,53.63,80,54,67.5,5.38,63.26,0.27,2,63.22,69.36,B+,Pass,Low
95,AIDS20240095,Upasna Pandya,upasna.pandya57@college.edu,+91-9998961044,Female,AI & Data Science,B.Tech. AI & Data Science,2,4,C,2024-2025,6.33,64.37,23.82,15.17,8.31,18.99,36.44,75,40,53.33,3.58,57.34,3.6,1,52.92,48.63,C,Pass,Medium
96,ME20240096,Udyati Roy,udyati.roy12@college.edu,+91-7965081954,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,3,B,2024-2025,6.95,67.67,29.23,19.07,11.87,33.43,49.16,86,57,66.28,4.26,79.57,1.73,5,100.0,67.84,B+,Pass,Low
97,ECE20250097,Vivaan Bhagat,vivaan.bhagat35@college.edu,+91-8784517419,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,1,B,2025-2026,6.93,68.41,29.69,17.32,20.0,47.1,45.88,86,63,73.26,7.4,67.64,1.95,2,51.22,76.73,A,Pass,Low
98,ECE20240098,Chandran Bhat,chandran.bhat77@college.edu,+91-9182878006,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,4,C,2024-2025,5.65,56.32,16.14,13.92,9.62,30.41,44.13,83,50,60.24,3.24,46.22,2.97,4,41.95,54.25,B,Pass,Medium
99,CE20250099,Tamanna Nori,tamanna.nori65@college.edu,+91-8147497835,Female,Civil Engineering,B.E. Civil Engineering,1,2,B,2025-2026,5.8,55.05,27.27,17.58,17.15,39.66,53.03,86,60,69.77,5.08,70.23,1.78,0,34.37,73.82,A,Pass,Medium
100,ME20250100,Chatura Kothari,chatura.kothari45@college.edu,+91-8427818730,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,6,A,2025-2026,8.43,86.23,35.45,23.68,16.45,34.46,55.1,77,64,83.12,6.14,91.67,2.79,4,76.55,78.36,A,Pass,Low
101,ECE20240101,Inaya Gupta,inaya.gupta30@college.edu,+91-8764265618,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,8,A,2024-2025,8.05,81.29,31.3,25.0,16.75,34.44,62.77,61,55,90.16,7.53,65.23,2.7,2,74.5,80.54,A+,Pass,Low
102,ECE20240102,Udarsh Dey,udarsh.dey5@college.edu,+91-7542223599,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,8,C,2024-2025,6.58,59.95,27.82,13.45,10.92,29.13,42.13,76,59,77.63,4.76,40.65,2.04,5,73.51,58.98,B,Pass,Low
103,IT20250103,Siddharth Goswami,siddharth.goswami19@college.edu,+91-8760844750,Male,Information Technology,B.E. Information Technology,1,2,A,2025-2026,4.48,44.52,19.27,13.58,13.22,26.37,50.69,87,49,56.32,4.44,57.89,1.51,3,68.04,58.51,B,Pass,High
104,CSE20250104,Maya Shere,maya.shere51@college.edu,+91-9791027186,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,2,B,2025-2026,7.66,72.61,28.02,20.35,10.71,25.07,58.38,62,54,87.1,4.49,87.46,3.19,4,83.69,67.29,B+,Pass,Low
105,CE20250105,Kritika Borra,kritika.borra5@college.edu,+91-9651968205,Female,Civil Engineering,B.E. Civil Engineering,4,8,C,2025-2026,8.22,81.58,31.22,22.78,15.41,42.41,54.35,62,49,79.03,7.04,84.02,3.32,1,89.16,78.99,A,Pass,Low
106,ME20240106,Timothy Chaudhari,timothy.chaudhari13@college.edu,+91-9721926191,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,5,C,2024-2025,4.54,44.47,21.06,11.47,10.61,18.33,35.23,82,37,45.12,4.21,25.62,1.82,3,46.79,46.03,C,Pass,High
107,ECE20240107,Aryan Zachariah,aryan.zachariah8@college.edu,+91-8260005019,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,4,A,2024-2025,7.18,72.85,29.89,24.79,15.16,44.9,60.27,71,58,81.69,6.64,84.54,5.08,2,53.17,83.02,A+,Pass,Low
108,CSE20240108,Abhimanyu Chander,abhimanyu.chander11@college.edu,+91-9617747281,Male,Computer Science Engineering,B.E. Computer Science Engineering,2,4,C,2024-2025,8.42,86.59,34.13,19.42,20.0,35.17,50.63,87,66,75.86,5.28,49.84,3.13,2,72.93,76.04,A,Pass,Low
109,ME20240109,Jagat Ganesan,jagat.ganesan82@college.edu,+91-8090824373,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,4,C,2024-2025,7.47,74.04,23.1,17.62,9.56,31.54,65.25,74,47,63.51,3.0,48.4,1.71,2,54.07,69.6,B+,Pass,Medium
110,AIDS20240110,Samar Sunder,samar.sunder45@college.edu,+91-9523601252,Male,AI & Data Science,B.Tech. AI & Data Science,4,8,C,2024-2025,6.82,69.01,21.44,11.22,15.78,31.99,55.66,69,32,46.38,5.12,77.89,2.25,3,57.39,65.07,B+,Pass,Medium
111,ECE20240111,Warda Kala,warda.kala62@college.edu,+91-7458072318,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,6,B,2024-2025,8.56,86.05,29.31,23.62,13.66,40.26,53.79,67,48,71.64,6.25,69.3,1.15,2,63.9,76.17,A,Pass,Low
112,IT20250112,Sai Bhargava,sai.bhargava73@college.edu,+91-9945486396,Male,Information Technology,B.E. Information Technology,3,6,A,2025-2026,6.82,70.5,39.17,16.29,8.18,39.2,58.7,84,65,77.38,5.35,61.7,1.28,3,59.27,77.19,A,Pass,Low
113,AIDS20250113,Fitan Raghavan,fitan.raghavan25@college.edu,+91-9666707262,Male,AI & Data Science,B.Tech. AI & Data Science,4,8,A,2025-2026,9.73,94.44,32.3,16.4,20.0,50.0,68.49,68,56,82.35,8.03,89.94,3.55,3,58.98,89.67,A+,Pass,Low
114,ME20240114,Aarav Ramakrishnan,aarav.ramakrishnan57@college.edu,+91-7143299564,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,3,C,2024-2025,3.59,34.62,21.83,7.24,3.49,29.8,49.6,78,31,39.74,1.48,49.81,1.47,1,30.48,53.6,B,Pass,High
115,CSE20250115,Kevin Sha,kevin.sha17@college.edu,+91-9316738668,Male,Computer Science Engineering,B.E. Computer Science Engineering,1,2,B,2025-2026,7.06,70.3,27.8,17.47,15.96,23.77,37.49,88,54,61.36,5.0,53.46,2.43,5,67.98,58.25,B,Pass,Low
116,EEE20250116,Mekhala Sampath,mekhala.sampath38@college.edu,+91-8454770940,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,5,B,2025-2026,10.0,100.0,35.86,23.73,20.0,32.04,61.74,85,85,100.0,5.62,84.69,2.44,1,78.22,82.25,A+,Pass,Low
117,AIDS20250117,Widisha Dubey,widisha.dubey72@college.edu,+91-8570991899,Female,AI & Data Science,B.Tech. AI & Data Science,2,3,C,2025-2026,6.9,74.84,25.6,16.72,15.33,30.98,48.25,62,40,64.52,3.99,57.16,4.39,4,39.27,65.16,B+,Pass,Medium
118,AIDS20250118,Ikshita Minhas,ikshita.minhas87@college.edu,+91-8125974687,Female,AI & Data Science,B.Tech. AI & Data Science,3,5,B,2025-2026,8.0,81.08,27.87,17.23,19.23,24.32,75.0,78,69,88.46,5.72,59.02,3.9,2,62.91,77.6,A,Pass,Low
119,ME20240119,Ikbal Bhardwaj,ikbal.bhardwaj80@college.edu,+91-9411226340,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,5,C,2024-2025,7.87,80.64,34.22,11.06,17.78,39.85,57.04,70,57,81.43,5.75,78.32,2.84,5,90.13,76.97,A,Pass,Low
120,CSE20250120,Bhavani Murthy,bhavani.murthy15@college.edu,+91-7600337712,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,2,C,2025-2026,6.18,58.93,25.28,12.53,12.66,33.62,49.66,61,29,47.54,5.08,60.26,2.43,5,59.35,63.97,B+,Pass,Medium
121,IT20240121,Barkha Bedi,barkha.bedi18@college.edu,+91-8669221121,Female,Information Technology,B.E. Information Technology,4,7,A,2024-2025,7.08,68.2,19.2,17.32,13.2,27.98,54.49,74,46,62.16,4.36,66.14,1.95,2,61.94,62.54,B+,Pass,Low
122,ME20240122,Waida Thakkar,waida.thakkar79@college.edu,+91-8752844368,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,7,B,2024-2025,7.33,70.94,22.06,17.02,14.16,41.33,39.13,90,67,74.44,4.71,61.51,0.87,5,70.21,63.84,B+,Pass,Low
123,AIDS20250123,Zilmil Dugar,zilmil.dugar47@college.edu,+91-7426724858,Female,AI & Data Science,B.Tech. AI & Data Science,3,5,B,2025-2026,3.28,31.37,20.34,10.13,9.0,13.12,31.08,81,27,33.33,3.93,45.43,2.53,1,74.56,39.78,F,Fail,High
124,ME20250124,Ayush Trivedi,ayush.trivedi16@college.edu,+91-8952996248,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,5,B,2025-2026,7.33,72.3,25.6,16.58,16.9,36.86,54.07,62,51,82.26,4.43,65.49,2.49,3,53.47,71.55,A,Pass,Low
125,ME20240125,Chaitaly Grewal,chaitaly.grewal73@college.edu,+91-7881351238,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,1,B,2024-2025,7.92,77.5,27.06,17.24,11.31,30.91,54.04,62,37,59.68,6.29,68.03,3.06,4,72.62,66.75,B+,Pass,Medium
126,EEE20250126,Bhavya Bir,bhavya.bir77@college.edu,+91-7012178595,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,3,A,2025-2026,7.33,69.0,27.55,14.5,11.51,30.86,32.19,68,35,51.47,2.83,49.38,2.03,4,48.53,55.78,B,Pass,High
127,CSE20240127,Kamya Raval,kamya.raval4@college.edu,+91-7566090561,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,4,A,2024-2025,6.71,69.58,23.89,19.05,12.58,37.32,45.99,60,36,60.0,4.16,79.38,1.65,2,85.83,65.98,B+,Pass,Low
128,CE20240128,Darpan Koshy,darpan.koshy17@college.edu,+91-8808011838,Male,Civil Engineering,B.E. Civil Engineering,2,4,A,2024-2025,8.88,88.12,29.89,19.37,16.98,30.56,64.68,76,40,52.63,5.62,100.0,3.55,1,74.45,76.65,A,Pass,Medium
129,AIDS20240129,Anmol Bumb,anmol.bumb29@college.edu,+91-9641863774,Male,AI & Data Science,B.Tech. AI & Data Science,4,8,B,2024-2025,7.19,73.66,29.16,17.92,14.6,36.32,50.14,61,38,62.3,5.27,82.64,1.58,3,47.63,70.61,A,Pass,Low
130,CE20240130,Shaurya Virk,shaurya.virk62@college.edu,+91-8724932977,Male,Civil Engineering,B.E. Civil Engineering,3,6,C,2024-2025,8.24,82.06,26.65,17.03,13.45,43.25,57.36,73,49,67.12,7.15,67.51,2.76,3,50.26,75.26,A,Pass,Low
131,ECE20250131,Nisha Lal,nisha.lal9@college.edu,+91-7541988748,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,7,A,2025-2026,6.53,62.29,22.61,15.33,9.21,42.13,31.83,68,32,47.06,4.25,62.63,3.06,3,56.17,57.96,B,Pass,Medium
132,EEE20250132,Harsh Murthy,harsh.murthy78@college.edu,+91-8847692041,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,6,C,2025-2026,7.85,77.96,35.06,15.62,17.64,50.0,47.64,63,40,63.49,8.21,71.3,2.97,4,76.44,79.83,A,Pass,Low
133,AIDS20240133,Jagdish Lanka,jagdish.lanka59@college.edu,+91-8712533097,Male,AI & Data Science,B.Tech. AI & Data Science,2,4,B,2024-2025,8.15,81.52,27.87,21.2,20.0,40.64,54.44,73,58,79.45,7.74,71.79,3.37,3,55.54,78.14,A,Pass,Low
134,IT20250134,Rudra Deep,rudra.deep20@college.edu,+91-9949873860,Male,Information Technology,B.E. Information Technology,4,8,C,2025-2026,6.03,56.59,26.24,22.81,12.32,30.42,43.61,89,66,74.16,4.37,58.96,2.67,2,56.9,63.96,B+,Pass,Medium
135,AIDS20240135,Netra Shankar,netra.shankar48@college.edu,+91-7558841618,Female,AI & Data Science,B.Tech. AI & Data Science,1,1,B,2024-2025,7.26,76.54,23.14,22.04,11.75,42.13,56.01,77,58,75.32,3.8,90.61,2.47,0,86.63,73.46,A,Pass,Low
136,EEE20250136,Nisha Bora,nisha.bora97@college.edu,+91-8816499958,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,5,B,2025-2026,5.52,55.51,20.85,15.74,15.65,31.43,60.35,87,70,80.46,2.71,75.05,2.38,5,47.11,68.42,B+,Pass,Low
137,AIDS20240137,Aarna Shanker,aarna.shanker28@college.edu,+91-7664561034,Female,AI & Data Science,B.Tech. AI & Data Science,3,6,B,2024-2025,5.96,58.35,22.03,15.57,4.02,26.27,33.45,81,36,44.44,3.85,43.94,2.65,1,28.17,48.01,C,Pass,High
138,CE20250138,Chandresh Borah,chandresh.borah36@college.edu,+91-9465740756,Male,Civil Engineering,B.E. Civil Engineering,1,2,C,2025-2026,4.23,39.01,14.2,14.07,5.18,18.83,37.42,67,30,44.78,1.64,41.89,1.88,3,16.16,42.2,C,Pass,High
139,CE20240139,Hredhaan Toor,hredhaan.toor98@college.edu,+91-8327079104,Male,Civil Engineering,B.E. Civil Engineering,1,2,A,2024-2025,7.39,78.21,35.36,25.0,18.71,31.77,68.5,89,84,94.38,6.37,75.99,2.47,2,86.56,84.88,A+,Pass,Low
140,AIDS20250140,Kevin Deo,kevin.deo95@college.edu,+91-9719453060,Male,AI & Data Science,B.Tech. AI & Data Science,2,3,C,2025-2026,5.16,53.42,24.93,16.27,12.49,33.53,38.25,60,35,58.33,5.07,46.92,3.44,0,52.87,59.84,B,Pass,High
141,EEE20250141,Owen Biswas,owen.biswas48@college.edu,+91-8338472296,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,B,2025-2026,8.11,83.42,36.97,23.9,16.13,40.93,48.73,83,82,98.8,6.08,87.96,2.17,2,73.15,79.32,A,Pass,Low
142,EEE20240142,Krisha Pingle,krisha.pingle7@college.edu,+91-9894673596,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,A,2024-2025,7.25,72.54,32.8,16.28,11.45,38.92,48.66,62,46,74.19,5.54,70.43,2.1,2,37.95,70.81,A,Pass,Medium
143,ME20250143,Lucky Dugar,lucky.dugar28@college.edu,+91-9200510647,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,8,C,2025-2026,7.95,80.27,22.84,21.38,12.42,44.55,48.31,63,48,76.19,3.46,77.97,1.97,2,54.99,71.0,A,Pass,Low
144,AIDS20250144,Theodore Mittal,theodore.mittal51@college.edu,+91-9574081104,Male,AI & Data Science,B.Tech. AI & Data Science,3,6,C,2025-2026,5.46,55.12,27.36,13.51,10.09,34.43,48.11,61,43,70.49,6.26,54.2,1.2,0,51.97,63.8,B+,Pass,Medium
145,IT20250145,Aayush Mistry,aayush.mistry1@college.edu,+91-9136253713,Male,Information Technology,B.E. Information Technology,2,3,B,2025-2026,7.68,74.06,30.49,14.88,12.52,31.49,57.24,83,76,91.57,3.82,71.26,1.82,2,69.36,69.92,B+,Pass,Low
146,CSE20250146,Charles Desai,charles.desai95@college.edu,+91-7181686832,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,7,C,2025-2026,7.2,77.03,38.44,16.78,13.28,45.29,60.05,73,49,67.12,6.96,87.58,2.06,0,86.01,83.24,A+,Pass,Low
147,AIDS20250147,Libni D’Alia,libni.d’alia54@college.edu,+91-8243458354,Female,AI & Data Science,B.Tech. AI & Data Science,3,6,C,2025-2026,7.73,80.78,33.21,16.91,15.89,28.99,52.08,63,46,73.02,3.69,78.03,3.22,2,69.6,70.11,A,Pass,Low
148,IT20250148,Chatresh Dugal,chatresh.dugal14@college.edu,+91-8045036297,Male,Information Technology,B.E. Information Technology,2,4,C,2025-2026,6.49,63.64,25.11,15.86,11.1,25.07,39.42,73,52,71.23,5.78,38.96,2.61,3,45.64,55.38,B,Pass,Medium
149,EEE20250149,Laban Manda,laban.manda22@college.edu,+91-7328046924,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,B,2025-2026,7.58,80.28,31.23,14.56,17.11,41.1,47.09,76,55,72.37,5.87,73.78,2.7,3,75.86,72.52,A,Pass,Low
150,EEE20240150,Henry Oza,henry.oza19@college.edu,+91-8099375147,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,B,2024-2025,7.3,70.6,29.0,14.52,18.07,44.21,42.22,66,43,65.15,5.58,58.41,3.52,1,43.47,71.15,A,Pass,Low
151,CSE20250151,Harsh Lalla,harsh.lalla73@college.edu,+91-9488796494,Male,Computer Science Engineering,B.E. Computer Science Engineering,1,1,C,2025-2026,5.36,47.87,22.05,13.58,13.71,30.8,48.11,74,36,48.65,3.62,67.6,1.1,3,62.57,61.16,B+,Pass,Medium
152,EEE20250152,Zayyan Suresh,zayyan.suresh57@college.edu,+91-9711778437,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,6,A,2025-2026,7.87,87.54,31.05,19.64,16.9,39.45,39.78,69,50,72.46,4.73,89.61,3.6,4,87.51,70.12,A,Pass,Low
153,EEE20240153,Jeremiah Behl,jeremiah.behl58@college.edu,+91-7161521910,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,C,2024-2025,8.01,79.17,36.35,18.74,18.82,36.15,57.95,61,54,88.52,6.75,89.81,4.77,2,66.42,80.2,A+,Pass,Low
154,IT20250154,Chakradhar Sampath,chakradhar.sampath71@college.edu,+91-7176191212,Male,Information Technology,B.E. Information Technology,1,1,C,2025-2026,7.71,74.99,26.2,20.81,20.0,25.29,36.82,74,48,64.86,4.65,89.61,2.86,5,47.11,61.25,B+,Pass,Low
155,EEE20250155,Lakshit Basu,lakshit.basu8@college.edu,+91-8934982045,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,C,2025-2026,6.02,60.19,22.17,14.82,9.69,35.63,54.48,63,46,73.02,3.55,62.38,1.64,4,63.3,65.1,B+,Pass,Medium
156,CE20240156,Aarav Nath,aarav.nath91@college.edu,+91-8880157459,Male,Civil Engineering,B.E. Civil Engineering,3,5,C,2024-2025,9.71,100.0,37.25,22.13,20.0,49.65,58.22,74,74,100.0,7.49,87.18,4.55,3,85.02,89.47,A+,Pass,Low
157,EEE20250157,Dhruv Lala,dhruv.lala44@college.edu,+91-9915843503,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,B,2025-2026,5.2,51.79,22.86,16.39,16.04,28.24,31.87,79,46,58.23,4.66,61.27,3.04,0,32.54,55.0,B,Pass,High
158,ME20240158,Gaurika Sathe,gaurika.sathe50@college.edu,+91-8220401982,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,5,B,2024-2025,7.68,74.99,26.88,18.57,15.27,28.63,50.09,68,47,69.12,6.08,64.76,1.36,3,54.91,66.2,B+,Pass,Low
159,ME20240159,Unni Andra,unni.andra40@college.edu,+91-9817733555,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,4,A,2024-2025,5.77,61.97,27.61,17.86,13.61,34.35,62.26,82,44,53.66,6.35,66.89,1.98,3,53.06,73.98,A,Pass,Medium
160,CSE20250160,Dayita Borra,dayita.borra43@college.edu,+91-7548870021,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,2,C,2025-2026,6.64,71.78,18.92,15.33,14.76,24.89,57.87,81,46,56.79,4.09,52.25,1.81,3,57.24,62.42,B+,Pass,Medium
161,ME20250161,Falan Banik,falan.banik40@college.edu,+91-7774223342,Male,Mechanical Engineering,B.E. Mechanical Engineering,1,2,C,2025-2026,5.44,57.07,24.39,9.92,13.56,20.64,46.97,90,57,63.33,2.94,46.24,2.65,1,43.24,55.18,B,Pass,Medium
162,CE20240162,Qasim Divan,qasim.divan38@college.edu,+91-7434396266,Male,Civil Engineering,B.E. Civil Engineering,4,7,A,2024-2025,9.43,95.36,34.89,20.95,16.81,41.63,45.08,76,61,80.26,5.59,85.41,2.71,4,71.48,76.09,A,Pass,Low
163,CE20240163,Upasna Datta,upasna.datta20@college.edu,+91-7696846464,Female,Civil Engineering,B.E. Civil Engineering,1,2,C,2024-2025,6.15,60.81,29.02,20.52,14.23,39.15,64.93,65,39,60.0,5.07,74.42,3.2,4,43.23,79.72,A,Pass,Low
164,CE20250164,Ansh Morar,ansh.morar93@college.edu,+91-8020184428,Male,Civil Engineering,B.E. Civil Engineering,2,4,A,2025-2026,7.16,70.13,19.73,16.38,15.96,34.86,52.93,74,42,56.76,5.49,61.29,2.16,3,65.34,66.53,B+,Pass,Medium
165,CE20240165,Qabil Baral,qabil.baral61@college.edu,+91-7833293142,Male,Civil Engineering,B.E. Civil Engineering,4,7,C,2024-2025,5.85,60.16,27.38,16.1,8.66,22.38,47.7,71,42,59.15,2.9,67.61,3.08,3,40.02,57.91,B,Pass,High
166,EEE20250166,Praneel Kade,praneel.kade54@college.edu,+91-7696034559,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,B,2025-2026,4.92,53.2,18.86,17.49,12.99,36.0,33.27,86,54,62.79,3.18,86.0,1.3,1,51.03,56.45,B,Pass,Medium
167,EEE20250167,Kritika Chauhan,kritika.chauhan71@college.edu,+91-7440619526,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,A,2025-2026,7.53,78.1,32.38,16.99,18.63,40.05,57.29,82,65,79.27,6.6,78.94,2.55,4,69.92,79.06,A,Pass,Low
168,CE20240168,Peter Ray,peter.ray66@college.edu,+91-7632857647,Male,Civil Engineering,B.E. Civil Engineering,1,2,A,2024-2025,8.18,82.74,22.06,16.62,12.44,41.59,44.39,86,63,73.26,4.8,66.79,1.41,2,68.42,65.41,B+,Pass,Low
169,CSE20250169,Faras Khalsa,faras.khalsa65@college.edu,+91-8606152369,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,8,A,2025-2026,6.27,61.54,26.75,16.67,9.42,24.57,47.55,67,50,74.63,4.46,44.62,2.34,2,78.49,59.22,B,Pass,Medium
170,AIDS20250170,Gautami Goel,gautami.goel92@college.edu,+91-9791559885,Female,AI & Data Science,B.Tech. AI & Data Science,3,5,A,2025-2026,3.13,30.15,13.45,11.77,10.87,20.37,21.41,70,21,30.0,2.96,41.08,2.06,3,35.66,37.04,F,Fail,High
171,CSE20240171,Triveni Bakshi,triveni.bakshi61@college.edu,+91-8926728669,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,2,B,2024-2025,7.68,75.55,34.38,21.39,12.64,37.89,75.0,79,63,79.75,7.37,76.33,1.48,0,72.19,86.01,A+,Pass,Low
172,AIDS20240172,Gaurav Natarajan,gaurav.natarajan94@college.edu,+91-9615120114,Male,AI & Data Science,B.Tech. AI & Data Science,1,2,A,2024-2025,4.18,42.99,16.78,8.87,7.48,22.39,28.31,76,30,39.47,1.8,26.16,1.8,1,30.0,40.08,C,Pass,High
173,CE20240173,Samesh Kothari,samesh.kothari54@college.edu,+91-9744276785,Male,Civil Engineering,B.E. Civil Engineering,3,5,B,2024-2025,6.7,68.18,29.5,17.94,14.62,41.67,55.63,85,64,75.29,4.07,61.83,2.08,3,62.25,76.03,A,Pass,Low
174,AIDS20240174,Lila Dutta,lila.dutta74@college.edu,+91-8039116361,Female,AI & Data Science,B.Tech. AI & Data Science,1,2,C,2024-2025,8.79,87.85,31.81,16.33,20.0,30.44,66.79,82,60,73.17,5.88,88.31,4.25,1,73.67,78.83,A,Pass,Low
175,ECE20250175,Chatura Raja,chatura.raja86@college.edu,+91-7367709135,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,2,A,2025-2026,4.89,48.98,22.53,9.91,10.56,30.53,36.78,76,39,51.32,4.36,55.98,1.77,5,69.21,52.94,B,Pass,High
176,AIDS20240176,Anjali Singhal,anjali.singhal48@college.edu,+91-8089419573,Female,AI & Data Science,B.Tech. AI & Data Science,1,2,B,2024-2025,7.81,76.29,28.35,18.79,19.93,38.44,50.09,83,62,74.7,6.75,66.48,3.52,0,75.96,74.25,A,Pass,Low
177,CE20240177,Janya Iyengar,janya.iyengar95@college.edu,+91-8428156550,Female,Civil Engineering,B.E. Civil Engineering,1,2,A,2024-2025,5.69,58.95,16.9,15.92,13.25,19.56,29.64,64,23,35.94,5.09,48.97,2.28,0,34.58,45.06,C,Pass,High
178,EEE20250178,Veda Palla,veda.palla62@college.edu,+91-9713284816,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,5,C,2025-2026,7.46,71.11,35.62,15.91,15.95,38.4,56.99,65,45,69.23,4.88,69.08,1.16,4,62.77,77.94,A,Pass,Low
179,AIDS20240179,Michael Kari,michael.kari26@college.edu,+91-7179984654,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2024-2025,9.38,92.95,28.87,23.43,20.0,43.52,49.56,70,58,82.86,8.02,88.64,3.06,5,78.78,78.7,A,Pass,Low
180,EEE20240180,Jasmit Bajwa,jasmit.bajwa25@college.edu,+91-8228836941,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,B,2024-2025,9.17,88.64,35.2,25.0,19.38,46.54,65.23,71,66,92.96,7.39,98.02,4.71,4,91.28,91.0,O,Pass,Low
181,AIDS20250181,Gopal Rastogi,gopal.rastogi52@college.edu,+91-8888654461,Male,AI & Data Science,B.Tech. AI & Data Science,3,6,A,2025-2026,4.73,48.61,24.85,16.23,11.6,22.23,45.23,88,41,46.59,5.54,61.92,2.78,5,56.02,56.94,B,Pass,High
182,IT20250182,Nitesh Mallick,nitesh.mallick67@college.edu,+91-8145556651,Male,Information Technology,B.E. Information Technology,2,4,C,2025-2026,4.9,50.29,16.53,7.87,11.77,21.1,29.11,85,29,34.12,4.28,28.32,0.59,0,27.7,41.43,C,Pass,High
